Pollutant,Measure,Measure Info,Location,Period,Start_Date,Value
Fine particles (PM 2.5),Mean,mcg/m3,South Bronx,Summer 2010,2010-06-01,12.64
Fine particles (PM 2.5),Mean,mcg/m3,South Bronx,Summer 2011,2011-06-01,12.15
Fine particles (PM 2.5),Mean,mcg/m3,South Bronx,Winter 2015-16,2015-12-01,8.76
Fine particles (PM 2.5),Mean,mcg/m3,South Bronx,Summer 2016,2016-06-01,8.89
Fine particles (PM 2.5),Mean,mcg/m3,Queens Village (CD13),Summer 2022,2022-06-01,6.146248912
Nitrogen dioxide (NO2),Mean,ppb,South Bronx,Annual Average 2023,2023-01-01,17.32567467
Nitrogen dioxide (NO2),Mean,ppb,South Bronx,Winter 2022-23,2022-12-01,21.77739196
Fine particles (PM 2.5),Mean,mcg/m3,Bayside Little Neck-Fresh Meadows,Annual Average 2016,2015-12-31,6.94
Fine particles (PM 2.5),Mean,mcg/m3,Southeast Queens,Summer 2013,2013-06-01,9.75
Fine particles (PM 2.5),Mean,mcg/m3,Sunset Park,Winter 2008-09,2008-12-01,13.49
Fine particles (PM 2.5),Mean,mcg/m3,Sunset Park,Winter 2017-18,2017-12-01,9.25
Fine particles (PM 2.5),Mean,mcg/m3,Sunset Park,Annual Average 2019,2019-01-01,7.32
Fine particles (PM 2.5),Mean,mcg/m3,Bayside Little Neck-Fresh Meadows,Winter 2017-18,2017-12-01,7.58
Fine particles (PM 2.5),Mean,mcg/m3,Bayside Little Neck-Fresh Meadows,Annual Average 2019,2019-01-01,6.19
Fine particles (PM 2.5),Mean,mcg/m3,Bayside Little Neck-Fresh Meadows,Annual Average 2022,2022-01-01,5.555328298
Fine particles (PM 2.5),Mean,mcg/m3,Bayside Little Neck-Fresh Meadows,Winter 2008-09,2008-12-01,12.4
Fine particles (PM 2.5),Mean,mcg/m3,Bayside Little Neck-Fresh Meadows,Winter 2013-14,2013-12-01,10.97
Fine particles (PM 2.5),Mean,mcg/m3,Southeast Queens,Winter 2008-09,2008-12-01,11.72
Fine particles (PM 2.5),Mean,mcg/m3,Southeast Queens,Winter 2013-14,2013-12-01,10.35
Fine particles (PM 2.5),Mean,mcg/m3,Southeast Queens,Winter 2017-18,2017-12-01,7.46
Fine particles (PM 2.5),Mean,mcg/m3,Southeast Queens,Annual Average 2019,2019-01-01,6.01
Fine particles (PM 2.5),Mean,mcg/m3,Sunset Park,Winter 2012-13,2012-12-01,10.78
Fine particles (PM 2.5),Mean,mcg/m3,Southeast Queens,Summer 2012,2012-06-01,9.61
Fine particles (PM 2.5),Mean,mcg/m3,Southeast Queens,Annual Average 2016,2015-12-31,6.51
Fine particles (PM 2.5),Mean,mcg/m3,Southeast Queens,Annual Average 2018,2018-01-01,6.42
Fine particles (PM 2.5),Mean,mcg/m3,Bayside Little Neck-Fresh Meadows,Annual Average 2018,2018-01-01,6.51
Fine particles (PM 2.5),Mean,mcg/m3,Bayside Little Neck-Fresh Meadows,Summer 2021,2021-06-01,7.911146996
Fine particles (PM 2.5),Mean,mcg/m3,Southeast Queens,Winter 2020-21,2020-12-01,6.48277595
Fine particles (PM 2.5),Mean,mcg/m3,Southeast Queens,Summer 2010,2010-06-01,10.98
Fine particles (PM 2.5),Mean,mcg/m3,Southeast Queens,Summer 2011,2011-06-01,10.79
Fine particles (PM 2.5),Mean,mcg/m3,Southeast Queens,Winter 2015-16,2015-12-01,6.89
Fine particles (PM 2.5),Mean,mcg/m3,Southeast Queens,Summer 2016,2016-06-01,7.06
Fine particles (PM 2.5),Mean,mcg/m3,Flushing and Whitestone (CD7),Annual Average 2019,2019-01-01,6.65
Fine particles (PM 2.5),Mean,mcg/m3,Flushing and Whitestone (CD7),Winter 2008-09,2008-12-01,12.79
Fine particles (PM 2.5),Mean,mcg/m3,Flushing and Whitestone (CD7),Winter 2013-14,2013-12-01,11.51
Fine particles (PM 2.5),Mean,mcg/m3,South Beach - Tottenville,Winter 2010-11,2010-12-01,11.47
Fine particles (PM 2.5),Mean,mcg/m3,South Beach - Tottenville,Annual Average 2013,2012-12-01,7.82
Fine particles (PM 2.5),Mean,mcg/m3,Williamsburg - Bushwick,Annual Average 2010,2009-12-01,10.33
Fine particles (PM 2.5),Mean,mcg/m3,Bayside - Little Neck,Annual Average 2010,2009-12-01,8.98
Nitrogen dioxide (NO2),Mean,ppb,Jamaica,Annual Average 2010,2009-12-01,21.22
Nitrogen dioxide (NO2),Mean,ppb,Long Island City - Astoria,Summer 2012,2012-06-01,18.77
Nitrogen dioxide (NO2),Mean,ppb,Jamaica,Annual Average 2016,2015-12-31,17.56
Nitrogen dioxide (NO2),Mean,ppb,Jamaica,Annual Average 2018,2018-01-01,17.55
Nitrogen dioxide (NO2),Mean,ppb,Jamaica,Summer 2021,2021-06-01,10.79354872
Nitrogen dioxide (NO2),Mean,ppb,Jamaica,Winter 2021-22,2021-12-01,19.71102945
Nitrogen dioxide (NO2),Mean,ppb,Borough Park,Summer 2021,2021-06-01,11.36657578
Nitrogen dioxide (NO2),Mean,ppb,Borough Park,Winter 2021-22,2021-12-01,21.0263611
Nitrogen dioxide (NO2),Mean,ppb,Canarsie - Flatlands,Winter 2021-22,2021-12-01,19.18550528
Nitrogen dioxide (NO2),Mean,ppb,South Bronx,Summer 2013,2013-06-01,18.56
Nitrogen dioxide (NO2),Mean,ppb,South Bronx,Annual Average 2016,2015-12-31,20.38
Nitrogen dioxide (NO2),Mean,ppb,South Bronx,Annual Average 2018,2018-01-01,20.25
Nitrogen dioxide (NO2),Mean,ppb,South Bronx,Summer 2012,2012-06-01,18.99
Nitrogen dioxide (NO2),Mean,ppb,Jamaica,Summer 2012,2012-06-01,16.21
Ozone (O3),Mean,ppb,Jamaica,Summer 2021,2021-06-01,30.99122698
Nitrogen dioxide (NO2),Mean,ppb,South Bronx,Winter 2020-21,2020-12-01,21.48186462
Nitrogen dioxide (NO2),Mean,ppb,Jamaica,Summer 2010,2010-06-01,17.87
Nitrogen dioxide (NO2),Mean,ppb,Jamaica,Summer 2011,2011-06-01,17.26
Nitrogen dioxide (NO2),Mean,ppb,Jamaica,Winter 2015-16,2015-12-01,22.45
Nitrogen dioxide (NO2),Mean,ppb,Jamaica,Summer 2016,2016-06-01,13.11
Nitrogen dioxide (NO2),Mean,ppb,Canarsie - Flatlands,Winter 2020-21,2020-12-01,21.17469782
Nitrogen dioxide (NO2),Mean,ppb,South Bronx,Summer 2016,2016-06-01,16.36
Nitrogen dioxide (NO2),Mean,ppb,South Bronx,Winter 2015-16,2015-12-01,24.29
Nitrogen dioxide (NO2),Mean,ppb,South Bronx,Summer 2011,2011-06-01,20.69
Nitrogen dioxide (NO2),Mean,ppb,Coney Island (CD13),Summer 2023,2023-06-01,8.914378523
Nitrogen dioxide (NO2),Mean,ppb,Sheepshead Bay (CD15),Winter 2018-19,2018-12-01,18.67
Nitrogen dioxide (NO2),Mean,ppb,Queens Village (CD13),Summer 2022,2022-06-01,9.959880539
Nitrogen dioxide (NO2),Mean,ppb,Queens Village (CD13),Annual Average 2012,2011-12-01,17.39
Nitrogen dioxide (NO2),Mean,ppb,Queens Village (CD13),Summer 2012,2012-06-01,14.35
Nitrogen dioxide (NO2),Mean,ppb,Queens Village (CD13),Summer 2013,2013-06-01,14.63
Nitrogen dioxide (NO2),Mean,ppb,Queens Village (CD13),Annual Average 2016,2015-12-31,16.21
Nitrogen dioxide (NO2),Mean,ppb,Queens Village (CD13),Winter 2020-21,2020-12-01,20.08999115
Nitrogen dioxide (NO2),Mean,ppb,Queens Village (CD13),Winter 2015-16,2015-12-01,21.13
Ozone (O3),Mean,ppb,Queens Village (CD13),Summer 2016,2016-06-01,34.43
Nitrogen dioxide (NO2),Mean,ppb,Queens Village (CD13),Summer 2010,2010-06-01,16.19
Nitrogen dioxide (NO2),Mean,ppb,Queens Village (CD13),Summer 2011,2011-06-01,15.36
Fine particles (PM 2.5),Mean,mcg/m3,Bayside - Little Neck,Annual Average 2023,2023-01-01,6.483274289
Fine particles (PM 2.5),Mean,mcg/m3,Sunset Park (CD7),Annual Average 2012,2011-12-01,9.66
Fine particles (PM 2.5),Mean,mcg/m3,Upper West Side (CD7),Summer 2022,2022-06-01,7.006053998
Fine particles (PM 2.5),Mean,mcg/m3,Rockaway and Broad Channel (CD14),Summer 2022,2022-06-01,5.544136503
Fine particles (PM 2.5),Mean,mcg/m3,Rockaway and Broad Channel (CD14),Annual Average 2012,2011-12-01,7.36
Fine particles (PM 2.5),Mean,mcg/m3,Pelham - Throgs Neck,Winter 2021-22,2021-12-01,7.246513807
Fine particles (PM 2.5),Mean,mcg/m3,South Beach - Tottenville,Summer 2021,2021-06-01,7.6181679
Fine particles (PM 2.5),Mean,mcg/m3,South Beach - Tottenville,Winter 2021-22,2021-12-01,5.795551825
Fine particles (PM 2.5),Mean,mcg/m3,South Beach - Tottenville,Annual Average 2016,2015-12-31,6.59
Fine particles (PM 2.5),Mean,mcg/m3,South Beach - Tottenville,Annual Average 2018,2018-01-01,6.18
Boiler Emissions- Total SO2 Emissions,Number per km2,number,East New York,2015,2015-01-01,0.1
Boiler Emissions- Total SO2 Emissions,Number per km2,number,South Beach - Tottenville,2015,2015-01-01,0.0
Fine particles (PM 2.5),Mean,mcg/m3,South Beach - Tottenville,Summer 2022,2022-06-01,5.641128028
Nitrogen dioxide (NO2),Mean,ppb,Southeast Queens,Winter 2012-13,2012-12-01,20.46
Nitrogen dioxide (NO2),Mean,ppb,Southeast Queens,Summer 2015,2015-06-01,12.04
Nitrogen dioxide (NO2),Mean,ppb,Bayside Little Neck-Fresh Meadows,Winter 2019-20,2019-12-01,20.96
Nitrogen dioxide (NO2),Mean,ppb,Bayside Little Neck-Fresh Meadows,Summer 2019,2019-06-01,12.56
Nitrogen dioxide (NO2),Mean,ppb,Bayside Little Neck-Fresh Meadows,Annual Average 2023,2023-01-01,15.04427297
Nitrogen dioxide (NO2),Mean,ppb,Bayside Little Neck-Fresh Meadows,Winter 2022-23,2022-12-01,18.15226975
Nitrogen dioxide (NO2),Mean,ppb,Bayside Little Neck-Fresh Meadows,Annual Average 2010,2009-12-01,20.2
Nitrogen dioxide (NO2),Mean,ppb,Bayside Little Neck-Fresh Meadows,Winter 2012-13,2012-12-01,20.62
Nitrogen dioxide (NO2),Mean,ppb,Bayside Little Neck-Fresh Meadows,Summer 2015,2015-06-01,13.18
Nitrogen dioxide (NO2),Mean,ppb,Sunset Park,Summer 2012,2012-06-01,17.13
Nitrogen dioxide (NO2),Mean,ppb,Sunset Park,Summer 2013,2013-06-01,16.77
Nitrogen dioxide (NO2),Mean,ppb,Sunset Park,Annual Average 2018,2018-01-01,19.67
Nitrogen dioxide (NO2),Mean,ppb,Southeast Queens,Annual Average 2016,2015-12-31,16.16
Nitrogen dioxide (NO2),Mean,ppb,Bayside Little Neck-Fresh Meadows,Summer 2021,2021-06-01,10.19669042
Ozone (O3),Mean,ppb,Southeast Queens,Summer 2013,2013-06-01,31.79
Ozone (O3),Mean,ppb,Southeast Queens,Summer 2021,2021-06-01,31.45354126
Nitrogen dioxide (NO2),Mean,ppb,Bayside Little Neck-Fresh Meadows,Summer 2011,2011-06-01,16.24
Nitrogen dioxide (NO2),Mean,ppb,Bayside Little Neck-Fresh Meadows,Summer 2010,2010-06-01,16.81
Nitrogen dioxide (NO2),Mean,ppb,Bayside Little Neck-Fresh Meadows,Winter 2015-16,2015-12-01,21.62
Nitrogen dioxide (NO2),Mean,ppb,Crown Heights and Prospect Heights (CD8),Annual Average 2013,2012-12-01,22.84
Nitrogen dioxide (NO2),Mean,ppb,Hillcrest and Fresh Meadows (CD8),Winter 2014-15,2014-12-01,23.58
Nitrogen dioxide (NO2),Mean,ppb,Rego Park and Forest Hills (CD6),Summer 2016,2016-06-01,14.49
Nitrogen dioxide (NO2),Mean,ppb,Rego Park and Forest Hills (CD6),Winter 2015-16,2015-12-01,23.94
Nitrogen dioxide (NO2),Mean,ppb,Rego Park and Forest Hills (CD6),Annual Average 2016,2015-12-31,19.31
Nitrogen dioxide (NO2),Mean,ppb,Rego Park and Forest Hills (CD6),Winter 2021-22,2021-12-01,20.79899333
Nitrogen dioxide (NO2),Mean,ppb,Hillcrest and Fresh Meadows (CD8),Winter 2021-22,2021-12-01,19.80003203
Fine particles (PM 2.5),Mean,mcg/m3,Crown Heights and Prospect Heights (CD8),Annual Average 2013,2012-12-01,8.77
Fine particles (PM 2.5),Mean,mcg/m3,Rego Park and Forest Hills (CD6),Winter 2015-16,2015-12-01,7.96
Fine particles (PM 2.5),Mean,mcg/m3,Rego Park and Forest Hills (CD6),Summer 2016,2016-06-01,8.05
Nitrogen dioxide (NO2),Mean,ppb,Crown Heights and Prospect Heights (CD8),Winter 2013-14,2013-12-01,29.77
Nitrogen dioxide (NO2),Mean,ppb,Crown Heights and Prospect Heights (CD8),Annual Average 2019,2019-01-01,18.19
Nitrogen dioxide (NO2),Mean,ppb,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2019,2019-01-01,24.48
Fine particles (PM 2.5),Mean,mcg/m3,Rego Park and Forest Hills (CD6),Winter 2021-22,2021-12-01,6.60710926
Fine particles (PM 2.5),Mean,mcg/m3,Crown Heights and Prospect Heights (CD8),Summer 2012,2012-06-01,10.4
Fine particles (PM 2.5),Mean,mcg/m3,Crown Heights and Prospect Heights (CD8),Summer 2013,2013-06-01,10.31
Nitrogen dioxide (NO2),Mean,ppb,Park Slope and Carroll Gardens (CD6),Winter 2022-23,2022-12-01,23.39786453
Nitrogen dioxide (NO2),Mean,ppb,Crown Heights and Prospect Heights (CD8),Winter 2019-20,2019-12-01,27.98
Nitrogen dioxide (NO2),Mean,ppb,Rego Park and Forest Hills (CD6),Summer 2019,2019-06-01,12.97
Nitrogen dioxide (NO2),Mean,ppb,Rego Park and Forest Hills (CD6),Winter 2019-20,2019-12-01,24.87
Nitrogen dioxide (NO2),Mean,ppb,Rego Park and Forest Hills (CD6),Annual Average 2023,2023-01-01,16.40970406
Nitrogen dioxide (NO2),Mean,ppb,Hillcrest and Fresh Meadows (CD8),Summer 2015,2015-06-01,13.5
Nitrogen dioxide (NO2),Mean,ppb,Hillcrest and Fresh Meadows (CD8),Summer 2019,2019-06-01,12.53
Nitrogen dioxide (NO2),Mean,ppb,Hillcrest and Fresh Meadows (CD8),Winter 2019-20,2019-12-01,22.21
Fine particles (PM 2.5),Mean,mcg/m3,Clinton and Chelsea (CD4),Annual Average 2018,2018-01-01,9.14
Fine particles (PM 2.5),Mean,mcg/m3,Hillcrest and Fresh Meadows (CD8),Annual Average 2016,2015-12-31,7.01
Nitrogen dioxide (NO2),Mean,ppb,Ridgewood - Forest Hills,Summer 2022,2022-06-01,10.64357212
Nitrogen dioxide (NO2),Mean,ppb,Willowbrook,Summer 2022,2022-06-01,8.26877671
Nitrogen dioxide (NO2),Mean,ppb,Crown Heights and Prospect Heights (CD8),Annual Average 2014,2013-12-01,22.25
Nitrogen dioxide (NO2),Mean,ppb,Bay Ridge and Dyker Heights (CD10),Summer 2009,2009-06-01,20.38
Nitrogen dioxide (NO2),Mean,ppb,Bay Ridge and Dyker Heights (CD10),Annual Average 2013,2012-12-01,19.48
Nitrogen dioxide (NO2),Mean,ppb,Bay Ridge and Dyker Heights (CD10),Winter 2010-11,2010-12-01,29.44
Nitrogen dioxide (NO2),Mean,ppb,Borough Park (CD12),Winter 2010-11,2010-12-01,30.42
Nitrogen dioxide (NO2),Mean,ppb,Borough Park (CD12),Summer 2009,2009-06-01,21.82
Nitrogen dioxide (NO2),Mean,ppb,South Ozone Park and Howard Beach (CD10),Annual Average 2021,2021-01-01,14.63706828
Nitrogen dioxide (NO2),Mean,ppb,Bay Ridge and Dyker Heights (CD10),Summer 2010,2010-06-01,18.08
Nitrogen dioxide (NO2),Mean,ppb,Bay Ridge and Dyker Heights (CD10),Summer 2011,2011-06-01,18.06
Nitrogen dioxide (NO2),Mean,ppb,Borough Park (CD12),Summer 2010,2010-06-01,19.15
Nitrogen dioxide (NO2),Mean,ppb,Central Harlem (CD10),Winter 2015-16,2015-12-01,25.82
Nitrogen dioxide (NO2),Mean,ppb,Williamsbridge and Baychester (CD12),Summer 2016,2016-06-01,14.07
Nitrogen dioxide (NO2),Mean,ppb,Williamsbridge and Baychester (CD12),Winter 2015-16,2015-12-01,20.61
Nitrogen dioxide (NO2),Mean,ppb,Jamaica and Hollis (CD12),Winter 2015-16,2015-12-01,22.56
Nitrogen dioxide (NO2),Mean,ppb,Jamaica and Hollis (CD12),Summer 2016,2016-06-01,13.19
Nitrogen dioxide (NO2),Mean,ppb,Bay Ridge and Dyker Heights (CD10),Summer 2013,2013-06-01,15.24
Nitrogen dioxide (NO2),Mean,ppb,Bay Ridge and Dyker Heights (CD10),Summer 2012,2012-06-01,16.03
Nitrogen dioxide (NO2),Mean,ppb,Borough Park (CD12),Summer 2012,2012-06-01,17.0
Nitrogen dioxide (NO2),Mean,ppb,Borough Park (CD12),Summer 2013,2013-06-01,16.33
Nitrogen dioxide (NO2),Mean,ppb,Central Harlem (CD10),Annual Average 2016,2015-12-31,22.27
Nitrogen dioxide (NO2),Mean,ppb,Williamsbridge and Baychester (CD12),Annual Average 2016,2015-12-31,16.93
Nitrogen dioxide (NO2),Mean,ppb,Jamaica and Hollis (CD12),Annual Average 2017,2017-01-01,17.79
Nitrogen dioxide (NO2),Mean,ppb,Jamaica and Hollis (CD12),Annual Average 2016,2015-12-31,17.63
Nitrogen dioxide (NO2),Mean,ppb,Jamaica and Hollis (CD12),Winter 2021-22,2021-12-01,19.4944245
Fine particles (PM 2.5),Mean,mcg/m3,Throgs Neck and Co-op City (CD10),Annual Average 2017,2017-01-01,7.51
Fine particles (PM 2.5),Mean,mcg/m3,Bay Ridge and Dyker Heights (CD10),Winter 2010-11,2010-12-01,12.46
Fine particles (PM 2.5),Mean,mcg/m3,Williamsbridge and Baychester (CD12),Winter 2015-16,2015-12-01,8.27
Fine particles (PM 2.5),Mean,mcg/m3,Jamaica and Hollis (CD12),Winter 2015-16,2015-12-01,7.4
Nitrogen dioxide (NO2),Mean,ppb,Bay Ridge and Dyker Heights (CD10),Winter 2008-09,2008-12-01,28.35
Nitrogen dioxide (NO2),Mean,ppb,Bay Ridge and Dyker Heights (CD10),Winter 2017-18,2017-12-01,23.61
Nitrogen dioxide (NO2),Mean,ppb,Borough Park (CD12),Winter 2008-09,2008-12-01,30.04
Nitrogen dioxide (NO2),Mean,ppb,Upper East Side (CD8),Annual Average 2019,2019-01-01,22.19
Nitrogen dioxide (NO2),Mean,ppb,Elmhurst and Corona (CD4),Winter 2010-11,2010-12-01,33.08
Nitrogen dioxide (NO2),Mean,ppb,Elmhurst and Corona (CD4),Summer 2009,2009-06-01,22.96
Nitrogen dioxide (NO2),Mean,ppb,Elmhurst and Corona (CD4),Annual Average 2013,2012-12-01,22.82
Nitrogen dioxide (NO2),Mean,ppb,Bushwick (CD4),Annual Average 2021,2021-01-01,17.51225886
Nitrogen dioxide (NO2),Mean,ppb,Elmhurst and Corona (CD4),Summer 2010,2010-06-01,21.39
Nitrogen dioxide (NO2),Mean,ppb,Elmhurst and Corona (CD4),Summer 2011,2011-06-01,21.41
Nitrogen dioxide (NO2),Mean,ppb,Jackson Heights (CD3),Winter 2021-22,2021-12-01,21.16019598
Nitrogen dioxide (NO2),Mean,ppb,Elmhurst and Corona (CD4),Summer 2012,2012-06-01,20.2
Nitrogen dioxide (NO2),Mean,ppb,Elmhurst and Corona (CD4),Summer 2013,2013-06-01,19.38
Nitrogen dioxide (NO2),Mean,ppb,Elmhurst and Corona (CD4),Annual Average 2018,2018-01-01,19.94
Nitrogen dioxide (NO2),Mean,ppb,Bedford Stuyvesant (CD3),Annual Average 2018,2018-01-01,19.99
Nitrogen dioxide (NO2),Mean,ppb,Tottenville and Great Kills (CD3),Annual Average 2017,2017-01-01,11.64
Nitrogen dioxide (NO2),Mean,ppb,Tottenville and Great Kills (CD3),Winter 2010-11,2010-12-01,20.41
Nitrogen dioxide (NO2),Mean,ppb,Tottenville and Great Kills (CD3),Summer 2009,2009-06-01,10.81
Nitrogen dioxide (NO2),Mean,ppb,Tottenville and Great Kills (CD3),Annual Average 2013,2012-12-01,11.42
Fine particles (PM 2.5),Mean,mcg/m3,Morrisania and Crotona (CD3),Annual Average 2017,2017-01-01,7.87
Fine particles (PM 2.5),Mean,mcg/m3,Bushwick (CD4),Annual Average 2013,2012-12-01,8.82
Fine particles (PM 2.5),Mean,mcg/m3,Bushwick (CD4),Annual Average 2021,2021-01-01,6.871332323
Fine particles (PM 2.5),Mean,mcg/m3,Jackson Heights (CD3),Annual Average 2013,2012-12-01,8.43
Fine particles (PM 2.5),Mean,mcg/m3,Elmhurst and Corona (CD4),Winter 2010-11,2010-12-01,12.67
Fine particles (PM 2.5),Mean,mcg/m3,East Flatbush (CD17),Annual Average 2017,2017-01-01,7.49
Fine particles (PM 2.5),Mean,mcg/m3,Highbridge and Concourse (CD4),Winter 2020-21,2020-12-01,6.621893635
Fine particles (PM 2.5),Mean,mcg/m3,Bushwick (CD4),Winter 2020-21,2020-12-01,7.060204773
Fine particles (PM 2.5),Mean,mcg/m3,Jackson Heights (CD3),Summer 2010,2010-06-01,11.61
Fine particles (PM 2.5),Mean,mcg/m3,Elmhurst and Corona (CD4),Summer 2011,2011-06-01,11.6
Fine particles (PM 2.5),Mean,mcg/m3,Tottenville and Great Kills (CD3),Winter 2020-21,2020-12-01,6.501186679
Fine particles (PM 2.5),Mean,mcg/m3,Tottenville and Great Kills (CD3),Summer 2010,2010-06-01,11.27
Fine particles (PM 2.5),Mean,mcg/m3,Tottenville and Great Kills (CD3),Summer 2011,2011-06-01,10.99
Nitrogen dioxide (NO2),Mean,ppb,Tottenville and Great Kills (CD3),Summer 2021,2021-06-01,5.085557968
Nitrogen dioxide (NO2),Mean,ppb,Tottenville and Great Kills (CD3),Summer 2012,2012-06-01,8.03
Nitrogen dioxide (NO2),Mean,ppb,Tottenville and Great Kills (CD3),Summer 2013,2013-06-01,7.59
Nitrogen dioxide (NO2),Mean,ppb,Tottenville and Great Kills (CD3),Annual Average 2016,2015-12-31,11.44
Nitrogen dioxide (NO2),Mean,ppb,Financial District (CD1),Winter 2014-15,2014-12-01,30.4
Nitrogen dioxide (NO2),Mean,ppb,Fort Greene and Brooklyn Heights (CD2),Winter 2014-15,2014-12-01,27.38
Nitrogen dioxide (NO2),Mean,ppb,Fort Greene and Brooklyn Heights (CD2),Annual Average 2021,2021-01-01,18.80308105
Nitrogen dioxide (NO2),Mean,ppb,Fort Greene and Brooklyn Heights (CD2),Winter 2021-22,2021-12-01,23.53270216
Nitrogen dioxide (NO2),Mean,ppb,South Beach and Willowbrook (CD2),Annual Average 2017,2017-01-01,13.19
Nitrogen dioxide (NO2),Mean,ppb,St. George and Stapleton (CD1),Annual Average 2018,2018-01-01,16.07
Nitrogen dioxide (NO2),Mean,ppb,St. George and Stapleton (CD1),Annual Average 2016,2015-12-31,16.86
Fine particles (PM 2.5),Mean,mcg/m3,Hunts Point and Longwood (CD2),Winter 2010-11,2010-12-01,14.51
Fine particles (PM 2.5),Mean,mcg/m3,Hunts Point and Longwood (CD2),Summer 2009,2009-06-01,11.49
Fine particles (PM 2.5),Mean,mcg/m3,Hunts Point and Longwood (CD2),Annual Average 2013,2012-12-01,9.76
Fine particles (PM 2.5),Mean,mcg/m3,Fort Greene and Brooklyn Heights (CD2),Winter 2014-15,2014-12-01,10.03
Fine particles (PM 2.5),Mean,mcg/m3,Long Island City and Astoria (CD1),Winter 2010-11,2010-12-01,13.06
Fine particles (PM 2.5),Mean,mcg/m3,Hunts Point and Longwood (CD2),Summer 2010,2010-06-01,12.85
Fine particles (PM 2.5),Mean,mcg/m3,Hunts Point and Longwood (CD2),Summer 2011,2011-06-01,12.38
Fine particles (PM 2.5),Mean,mcg/m3,Hunts Point and Longwood (CD2),Winter 2020-21,2020-12-01,7.413674015
Fine particles (PM 2.5),Mean,mcg/m3,St. George and Stapleton (CD1),Winter 2015-16,2015-12-01,7.87
Nitrogen dioxide (NO2),Mean,ppb,South Beach and Willowbrook (CD2),Annual Average 2018,2018-01-01,12.84
Nitrogen dioxide (NO2),Mean,ppb,Greenwich Village and Soho (CD2),Annual Average 2019,2019-01-01,23.44
Nitrogen dioxide (NO2),Mean,ppb,Greenpoint and Williamsburg (CD1),Annual Average 2019,2019-01-01,21.51
Nitrogen dioxide (NO2),Mean,ppb,Fort Greene and Brooklyn Heights (CD2),Annual Average 2022,2022-01-01,18.53568195
Nitrogen dioxide (NO2),Mean,ppb,South Beach and Willowbrook (CD2),Winter 2017-18,2017-12-01,18.74
Fine particles (PM 2.5),Mean,mcg/m3,Mott Haven and Melrose (CD1),Annual Average 2018,2018-01-01,8.05
Fine particles (PM 2.5),Mean,mcg/m3,Hunts Point and Longwood (CD2),Summer 2013,2013-06-01,11.13
Fine particles (PM 2.5),Mean,mcg/m3,Hunts Point and Longwood (CD2),Summer 2012,2012-06-01,11.22
Fine particles (PM 2.5),Mean,mcg/m3,Hunts Point and Longwood (CD2),Summer 2021,2021-06-01,9.30273131
Fine particles (PM 2.5),Mean,mcg/m3,Fort Greene and Brooklyn Heights (CD2),Winter 2021-22,2021-12-01,7.360701245
Fine particles (PM 2.5),Mean,mcg/m3,Long Island City and Astoria (CD1),Summer 2009,2009-06-01,10.83
Fine particles (PM 2.5),Mean,mcg/m3,Financial District (CD1),Winter 2014-15,2014-12-01,10.98
Fine particles (PM 2.5),Mean,mcg/m3,St. George and Stapleton (CD1),Annual Average 2021,2021-01-01,6.335447406
Fine particles (PM 2.5),Mean,mcg/m3,South Beach and Willowbrook (CD2),Annual Average 2017,2017-01-01,6.89
Nitrogen dioxide (NO2),Mean,ppb,Brownsville (CD16),Winter 2021-22,2021-12-01,21.72063225
Nitrogen dioxide (NO2),Mean,ppb,Midtown (CD5),Winter 2021-22,2021-12-01,29.186725
Fine particles (PM 2.5),Mean,mcg/m3,Brownsville (CD16),Annual Average 2017,2017-01-01,7.62
Fine particles (PM 2.5),Mean,mcg/m3,Fordham and University Heights (CD5),Winter 2015-16,2015-12-01,9.01
Nitrogen dioxide (NO2),Mean,ppb,Brownsville (CD16),Winter 2017-18,2017-12-01,25.7
Nitrogen dioxide (NO2),Mean,ppb,Brownsville (CD16),Annual Average 2022,2022-01-01,15.94249185
Nitrogen dioxide (NO2),Mean,ppb,Midtown (CD5),Annual Average 2022,2022-01-01,25.46363511
